match_card_id,match_date,home_team,away_team,season,competition,round,home_score,away_score,result,home_team_core_score,home_team_momentum,home_team_stability,home_core_player_count,home_available_player_count,away_team_core_score,away_team_momentum,away_team_stability,away_core_player_count,away_available_player_count,home_core_GK,home_momentum_GK,home_starter_count_GK,home_available_count_GK,home_core_DF,home_momentum_DF,home_starter_count_DF,home_available_count_DF,home_core_MF,home_momentum_MF,home_starter_count_MF,home_available_count_MF,home_core_FW,home_momentum_FW,home_starter_count_FW,home_available_count_FW,away_core_GK,away_momentum_GK,away_starter_count_GK,away_available_count_GK,away_core_DF,away_momentum_DF,away_starter_count_DF,away_available_count_DF,away_core_MF,away_momentum_MF,away_starter_count_MF,away_available_count_MF,away_core_FW,away_momentum_FW,away_starter_count_FW,away_available_count_FW,team_core_scoreDiff,team_core_scoreRatio,team_momentumDiff,team_momentumRatio,team_stabilityDiff,team_stabilityRatio,core_player_countDiff,core_player_countRatio,available_player_countDiff,available_player_countRatio,core_GKDiff,core_GKRatio,momentum_GKDiff,momentum_GKRatio,starter_count_GKDiff,starter_count_GKRatio,available_count_GKDiff,available_count_GKRatio,core_DFDiff,core_DFRatio,momentum_DFDiff,momentum_DFRatio,starter_count_DFDiff,starter_count_DFRatio,available_count_DFDiff,available_count_DFRatio,core_MFDiff,core_MFRatio,momentum_MFDiff,momentum_MFRatio,starter_count_MFDiff,starter_count_MFRatio,available_count_MFDiff,available_count_MFRatio,core_FWDiff,core_FWRatio,momentum_FWDiff,momentum_FWRatio,starter_count_FWDiff,starter_count_FWRatio,available_count_FWDiff,available_count_FWRatio,team_feature_matched,position_feature_matched
24983,2021-02-28,福岡,名古屋,2021,,,1,2,A,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,4,0,0.0,0.0,4,0,0.0,0.0,2,0,0.0,0.0,1,0,0.0,0.0,4,0,0.0,0.0,3,0,0.0,0.0,3,0,0.0,,0.0,,0.0,,0,,0,,0.0,,0.0,,0,1.0,0,,0.0,,0.0,,0,1.0,0,,0.0,,0.0,,1,1.3333333333333333,0,,0.0,,0.0,,-1,0.6666666666666666,0,,1,1
24984,2021-03-06,仙台,川崎F,2021,,,1,5,A,0.577222,0.512963,0.818182,9,16,0.610556,0.55463,0.454545,10,16,0.5,0.5,1,1,0.75,0.666667,4,4,0.578125,0.526042,5,4,0.1325,0.0125,1,0,0.5,0.5,1,1,0.664,0.623333,4,3,0.737143,0.692857,3,5,0.3775,0.254167,3,1,-0.033333999999999975,0.9454038613984631,-0.04166700000000001,0.9248742404846474,0.363637,1.8000022000022,-1,0.9,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.08599999999999997,1.1295180722891565,0.043333999999999984,1.0695198232726328,0,1.0,1,1.3333333333333333,-0.159018,0.7842779487833432,-0.16681499999999994,0.7592360328321718,2,1.6666666666666667,-1,0.8,-0.245,0.3509933774834437,-0.24166699999999997,0.04918026337014641,-2,0.3333333333333333,-1,0.0,1,1
24985,2021-03-06,FC東京,C大阪,2021,,,3,2,H,0.733194,0.678009,0.909091,13,18,0.652778,0.611111,1.0,11,17,0.5,0.5,1,1,0.833333,0.833333,4,5,0.79375,0.71875,3,3,0.670417,0.554861,3,4,0.5,0.5,1,1,0.666667,0.666667,4,4,0.85,0.8,4,4,0.5,0.4,2,2,0.08041600000000004,1.1231904261479402,0.06689800000000001,1.1094694744489955,-0.09090900000000002,0.909091,2,1.1818181818181819,1,1.0588235294117647,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.16666599999999998,1.2499988750005624,0.16666599999999998,1.2499988750005624,0,1.0,1,1.25,-0.05625000000000002,0.9338235294117647,-0.08125000000000004,0.8984375,-1,0.75,-1,0.75,0.17041700000000004,1.340834,0.15486100000000003,1.3871525,1,1.5,2,2.0,1,1
24986,2021-03-06,清水,福岡,2021,,,2,2,D,0.638889,0.611111,0.909091,11,16,0.590556,0.544444,0.909091,10,16,0.5,0.5,1,1,0.8,0.8,4,4,0.53125,0.5,4,4,0.75,0.666667,2,2,0.5,0.5,1,1,0.666667,0.666667,4,4,0.502143,0.432143,4,3,0.705,0.591667,2,2,0.04833300000000007,1.0818432121593888,0.06666699999999992,1.1224496917956666,0.0,1.0,1,1.1,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.13333300000000003,1.1999994000003,0.13333300000000003,1.1999994000003,0,1.0,0,1.0,0.029106999999999994,1.0579655596115052,0.067857,1.1570244109010213,0,1.0,1,1.3333333333333333,0.04500000000000004,1.0638297872340425,0.07499999999999996,1.12676049196592,0,1.0,0,1.0,1,1
24987,2021-03-06,徳島,神戸,2021,,,1,1,D,0.614722,0.561574,0.909091,10,16,0.623333,0.575926,0.909091,10,17,0.5,0.5,1,1,0.429,0.365,3,2,0.673571,0.622619,4,4,0.80125,0.73125,3,3,0.5,0.5,1,1,0.666667,0.666667,4,4,0.591667,0.513889,3,3,0.6675,0.570833,3,2,-0.008611000000000035,0.9861855541099219,-0.014352000000000031,0.975080131822491,0.0,1.0,0,1.0,-1,0.9411764705882353,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.23766700000000002,0.6434996782501609,-0.301667,0.5474997262501369,-1,0.75,-2,0.5,0.08190399999999998,1.1384292177863562,0.10873,1.2115826569551011,1,1.3333333333333333,1,1.3333333333333333,0.13375000000000004,1.2003745318352061,0.16041699999999992,1.2810226458526397,0,1.0,1,1.5,1,1
24988,2021-03-06,横浜FC,大分,2021,,,1,2,A,0.581667,0.52037,0.454545,9,16,0.51,0.493519,0.545455,9,13,0.5,0.5,1,1,0.5725,0.551389,4,3,0.476,0.36,3,2,0.731,0.651667,3,3,0.5,0.5,1,1,0.4,0.4,4,2,0.655,0.647222,4,4,0.45,0.4,2,2,0.07166700000000004,1.1405235294117648,0.026851000000000014,1.0544072264694977,-0.09091000000000005,0.8333318055568286,0,1.0,3,1.2307692307692308,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.1725,1.43125,0.151389,1.3784725,0,1.0,1,1.5,-0.17900000000000005,0.7267175572519083,-0.287222,0.5562233669436453,-1,0.75,-2,0.5,0.28099999999999997,1.6244444444444444,0.251667,1.6291674999999999,1,1.5,1,1.5,1,1
24989,2021-07-24,G大阪,鹿島,2021,,,0,1,A,0.483611,0.440278,0.545455,8,12,0.430556,0.388889,0.636364,7,11,0.5,0.5,1,1,0.4,0.4,4,2,0.51,0.445238,4,3,0.53375,0.452083,2,2,0.5,0.5,1,1,0.375,0.333333,4,2,0.314375,0.253125,4,2,0.9925,0.9875,2,2,0.05305500000000002,1.1232243889296631,0.05138900000000002,1.13214310510197,-0.09090900000000002,0.8571430816325247,1,1.1428571428571428,1,1.0909090909090908,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.025000000000000022,1.0666666666666667,0.06666700000000003,1.2000012000012001,0,1.0,0,1.0,0.195625,1.622266401590457,0.19211300000000003,1.758964938271605,0,1.0,1,1.5,-0.4587500000000001,0.5377833753148614,-0.535417,0.45780556962025315,0,1.0,0,1.0,1,1
24990,2021-03-06,鳥栖,浦和,2021,,,2,0,H,0.6525,0.610648,0.909091,11,15,0.652778,0.611111,0.909091,11,17,0.5,0.5,1,1,0.715833,0.679167,4,4,0.600714,0.560714,4,4,0.748333,0.663889,2,2,0.5,0.5,1,1,1.0,1.0,4,4,0.527778,0.444444,5,4,0.666667,0.666667,1,2,-0.00027800000000000047,0.9995741278045522,-0.0004629999999999912,0.9992423634986115,0.0,1.0,0,1.0,-2,0.8823529411764706,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.28416699999999995,0.715833,-0.32083300000000003,0.679167,0,1.0,0,1.0,0.072936,1.138194468128645,0.11627000000000004,1.2616077616077617,-1,0.8,0,1.0,0.08166600000000002,1.1224989387505306,-0.002778000000000058,0.9958330020834989,1,2.0,0,1.0,1,1
24991,2021-03-06,柏,湘南,2021,,,2,1,H,0.630833,0.586111,0.818182,11,17,0.650278,0.606944,0.909091,11,17,0.5,0.5,1,1,0.709583,0.703472,4,4,0.721,0.61,3,4,0.4985,0.455833,3,2,0.5,0.5,1,1,0.8125,0.75,3,3,0.55,0.5,5,5,0.9775,0.9625,2,2,-0.019445000000000046,0.970097404494693,-0.02083299999999999,0.9656755812727369,-0.09090900000000002,0.900000109999989,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.10291700000000004,0.873332923076923,-0.046528000000000014,0.9379626666666666,1,1.3333333333333333,1,1.3333333333333333,0.17099999999999993,1.3109090909090908,0.10999999999999999,1.22,-2,0.6,-1,0.8,-0.47900000000000004,0.5099744245524297,-0.506667,0.4735927272727273,1,1.5,0,1.0,1,1
24992,2021-03-06,名古屋,札幌,2021,,,1,0,H,0.666667,0.611111,0.818182,11,18,0.649444,0.605556,1.0,11,16,0.5,0.5,1,1,0.7575,0.679167,4,4,0.48875,0.48125,3,2,0.75,0.666667,3,4,0.5,0.5,1,1,0.6,0.6,3,3,0.75875,0.7125,6,6,0.54,0.4,1,1,0.01722299999999999,1.02651960754122,0.005554999999999977,1.0091733877626512,-0.18181800000000004,0.818182,0,1.0,2,1.125,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.15749999999999997,1.2625,0.07916699999999999,1.131945,1,1.3333333333333333,1,1.3333333333333333,-0.27,0.6441515650741351,-0.23125,0.6754385964912281,-3,0.5,-4,0.3333333333333333,0.20999999999999996,1.3888888888888888,0.266667,1.6666675,2,3.0,3,4.0,1,1
24993,2021-03-07,横浜FM,広島,2021,,,3,3,D,0.551389,0.493056,0.727273,9,15,0.624167,0.609722,0.818182,11,17,0.5,0.5,1,1,0.541667,0.5,4,3,0.48875,0.377083,3,2,0.62,0.561111,3,3,0.5,0.5,1,1,0.99625,0.99375,4,4,0.48,0.457407,4,4,0.643333,0.627778,2,2,-0.07277800000000001,0.8833997952471053,-0.11666599999999999,0.8086570601028009,-0.09090900000000002,0.8888890246913278,-2,0.8181818181818182,-2,0.8823529411764706,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.45458299999999996,0.5437058971141782,-0.49375,0.5031446540880503,0,1.0,-1,0.75,0.008750000000000036,1.0182291666666667,-0.080324,0.8243927180825829,-1,0.75,-2,0.5,-0.023333000000000048,0.9637310692907094,-0.06666699999999992,0.8938048163522775,1,1.5,1,1.5,1,1
24994,2021-03-10,福岡,横浜FM,2021,,,1,3,A,0.602639,0.54838,0.727273,10,16,0.608056,0.534259,0.636364,10,18,0.5,0.5,1,1,0.562083,0.534028,4,3,0.54875,0.463194,4,3,0.795625,0.721875,2,3,0.5,0.5,1,1,0.551071,0.495833,4,4,0.720833,0.618056,3,2,0.654167,0.548611,3,3,-0.005417000000000005,0.9910912810662176,0.01412099999999994,1.0264310006944197,0.0909089999999999,1.142856918367475,0,1.0,-2,0.8888888888888888,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.011012000000000022,1.0199829060139256,0.03819499999999992,1.0770319845593173,0,1.0,-1,0.75,-0.17208299999999999,0.761272028333886,-0.15486200000000006,0.7494369442251186,1,1.3333333333333333,1,1.5,0.14145799999999997,1.2162414184757102,0.17326400000000008,1.3158230513059346,-1,0.6666666666666666,0,1.0,1,1
24995,2021-03-10,鹿島,湘南,2021,,,3,1,H,0.643333,0.593981,0.636364,11,16,0.490417,0.432407,0.272727,7,14,0.5,0.5,1,1,0.822,0.7925,4,4,0.5675,0.480729,4,4,0.643333,0.627778,2,2,0.5,0.5,1,1,0.4295,0.4,3,2,0.495,0.405952,5,2,0.55375,0.485417,2,2,0.15291600000000005,1.3118081143190388,0.161574,1.3736618509876113,0.36363700000000004,2.333337000003667,4,1.5714285714285714,2,1.1428571428571428,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.39249999999999996,1.9138533178114085,0.39249999999999996,1.98125,1,1.3333333333333333,2,2.0,0.07250000000000001,1.1464646464646464,0.07477700000000004,1.1842015804824217,-1,0.8,2,2.0,0.08958300000000008,1.1617751693002258,0.14236099999999996,1.2932756784373023,0,1.0,0,1.0,1,1
24996,2021-03-10,柏,名古屋,2021,,,0,1,A,0.659074,0.613241,0.727273,12,17,0.615139,0.562269,0.636364,11,16,0.5,0.5,1,1,0.774753,0.752099,4,4,0.654312,0.578228,5,5,0.544877,0.492716,1,2,0.5,0.5,1,1,0.607083,0.539583,4,3,0.525625,0.490625,3,2,0.72125,0.653472,3,5,0.04393500000000006,1.0714228816576417,0.05097200000000002,1.0906541175131477,0.0909089999999999,1.142856918367475,1,1.0909090909090908,1,1.0625,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.16766999999999999,1.276189581984671,0.21251599999999993,1.39385228963848,0,1.0,1,1.3333333333333333,0.128687,1.244826634958383,0.08760299999999999,1.1785538853503184,2,1.6666666666666667,3,2.5,-0.176373,0.7554620450606585,-0.16075600000000007,0.7539971108172958,-2,0.3333333333333333,-3,0.4,1,1
24997,2021-03-10,FC東京,神戸,2021,,,2,3,A,0.64928,0.591121,0.818182,10,17,0.616389,0.562037,0.818182,10,17,0.5,0.5,1,1,0.6225,0.613889,4,4,0.715,0.625,3,3,0.675407,0.56637,3,2,0.5,0.5,1,1,0.520833,0.5,4,3,0.631667,0.538889,3,3,0.795,0.720833,3,3,0.032891000000000004,1.0533607835311791,0.029084,1.0517474828169675,0.0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.10166700000000006,1.1952007649284897,0.11388900000000002,1.227778,0,1.0,1,1.3333333333333333,0.08333299999999999,1.1319255240498554,0.08611100000000005,1.159793575300294,0,1.0,0,1.0,-0.11959300000000006,0.8495685534591194,-0.1544629999999999,0.7857159702732812,0,1.0,-1,0.6666666666666666,1,1
24998,2021-03-10,川崎F,徳島,2021,,,2,0,H,0.679444,0.609722,0.454545,12,18,0.515694,0.469676,0.818182,9,16,0.5,0.5,1,1,0.8605,0.8175,4,5,0.669583,0.571528,3,3,0.582,0.491667,3,3,0.5,0.5,1,1,0.3095,0.274167,3,2,0.601429,0.577381,4,4,0.63125,0.510417,3,2,0.16375000000000006,1.3175332658514547,0.140046,1.2981757637179674,-0.363637,0.5555548765433608,3,1.3333333333333333,2,1.125,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.551,2.780290791599354,0.5433330000000001,2.981759292693869,1,1.3333333333333333,3,2.5,0.06815400000000005,1.1133201092730813,-0.005852999999999997,0.9898628461968787,-1,0.75,-1,0.75,-0.049250000000000016,0.9219801980198019,-0.01874999999999999,0.9632653301124375,0,1.0,1,1.5,1,1
24999,2021-07-27,G大阪,大分,2021,,,2,1,H,0.616944,0.5375,0.454545,11,18,0.453333,0.408333,0.454545,8,13,0.5,0.5,1,1,0.59375,0.552083,4,3,0.67625,0.564583,4,4,0.62125,0.49375,2,3,0.5,0.5,1,1,0.375,0.333333,4,2,0.672857,0.603571,5,5,0.066667,0.041667,1,0,0.16361100000000006,1.360906883019767,0.12916699999999998,1.3163276051653918,0.0,1.0,3,1.375,5,1.3846153846153846,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.21875,1.5833333333333333,0.21875,1.6562506562506563,0,1.0,1,1.5,0.0033929999999999794,1.0050426762298674,-0.03898800000000002,0.9354044511747582,-1,0.8,-1,0.8,0.5545829999999999,9.318703406482966,0.452083,11.849905200758394,1,2.0,3,,1,1
25000,2021-03-10,C大阪,清水,2021,,,2,1,H,0.664028,0.612269,1.0,11,18,0.638889,0.611111,0.909091,12,17,0.5,0.5,1,1,0.6875,0.666667,4,4,0.825,0.795,4,4,0.5405,0.409167,2,2,0.5,0.5,1,1,0.8,0.8,4,4,0.53125,0.5,4,4,0.75,0.666667,2,3,0.02513899999999991,1.0393479931568705,0.0011579999999999924,1.0018949094354381,0.09090900000000002,1.099999890000011,-1,0.9166666666666666,1,1.0588235294117647,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.11250000000000004,0.859375,-0.13333300000000003,0.83333375,0,1.0,0,1.0,0.29374999999999996,1.552941176470588,0.29500000000000004,1.59,0,1.0,0,1.0,-0.20950000000000002,0.7206666666666667,-0.2575,0.6137501931249034,0,1.0,-1,0.6666666666666666,1,1
25001,2021-03-10,広島,札幌,2021,,,2,1,H,0.57,0.509259,0.454545,9,17,0.526176,0.47549,0.727273,8,15,0.5,0.5,1,1,0.7185,0.630833,4,3,0.409643,0.347024,4,2,0.7,0.645833,2,3,0.5,0.5,1,1,0.5,0.5,3,3,0.565,0.442857,6,3,0.495,0.491667,1,1,0.043823999999999974,1.0832877212187557,0.03376899999999999,1.0710193694925234,-0.27272799999999997,0.6249991406253222,1,1.125,2,1.1333333333333333,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.21850000000000003,1.437,0.13083299999999998,1.261666,1,1.3333333333333333,0,1.0,-0.15535699999999997,0.7250318584070797,-0.095833,0.7836028334202688,-2,0.6666666666666666,-1,0.6666666666666666,0.20499999999999996,1.4141414141414141,0.15416599999999997,1.313557753520167,1,2.0,2,3.0,1,1
25002,2021-03-10,鳥栖,仙台,2021,,,5,0,H,0.674444,0.623148,1.0,11,17,0.680972,0.611111,0.545455,11,18,0.5,0.5,1,1,0.712083,0.672917,4,4,0.622188,0.545312,4,4,0.945,0.908333,2,2,0.5,0.5,1,1,0.751,0.685,4,3,0.71625,0.646875,5,5,0.590833,0.466667,1,2,-0.006527999999999978,0.9904137027660462,0.012037000000000075,1.019696912672166,0.454545,1.8333318055568286,0,1.0,-1,0.9444444444444444,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.03891699999999998,0.948179760319574,-0.012083000000000066,0.9823605839416057,0,1.0,1,1.3333333333333333,-0.09406200000000009,0.8686743455497381,-0.10156299999999996,0.8429943961352657,-1,0.8,-1,0.8,0.3541669999999999,1.5994367274678292,0.44166599999999995,1.9464264668382378,1,2.0,0,1.0,1,1
25003,2021-03-10,浦和,横浜FC,2021,,,2,0,H,0.644167,0.607639,0.909091,11,16,0.525278,0.456944,0.181818,9,15,0.5,0.5,1,1,1.0,1.0,4,4,0.54,0.472685,4,4,0.578333,0.561111,2,2,0.5,0.5,1,1,0.584,0.511667,4,3,0.656429,0.579762,4,5,0.235,0.152083,2,0,0.11888900000000002,1.2263353881182917,0.15069500000000002,1.3297887706152176,0.727273,5.0000055000055,2,1.2222222222222223,1,1.0666666666666667,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.41600000000000004,1.7123287671232879,0.488333,1.9543961209145793,0,1.0,1,1.3333333333333333,-0.116429,0.8226327599786115,-0.10707699999999998,0.8153086956371753,0,1.0,-1,0.8,0.343333,2.460991489361702,0.40902800000000006,3.6895050728878314,0,1.0,2,,1,1
25004,2021-07-30,札幌,G大阪,2021,,,0,2,A,0.598925,0.56481,0.545455,10,16,0.649372,0.570566,0.545455,11,17,0.5,0.5,1,1,0.796,0.793333,3,4,0.623333,0.594167,6,5,0.271327,0.148858,1,0,0.5,0.5,1,1,0.678071,0.637299,4,3,0.672114,0.557793,5,4,0.646898,0.524907,1,3,-0.05044699999999991,0.9223141743099488,-0.005755999999999983,0.9899117718195617,0.0,1.0,-1,0.9090909090909091,-1,0.9411764705882353,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.11792900000000006,1.1739183654809011,0.156034,1.2448364111665011,-1,0.75,1,1.3333333333333333,-0.04878099999999996,0.9274215386080338,0.03637400000000002,1.0652105709465698,1,1.2,1,1.25,-0.375571,0.41942779232583804,-0.376049,0.28358928343497036,0,1.0,-3,0.0,1,1
25005,2021-03-13,横浜FC,C大阪,2021,,,1,4,A,0.698184,0.633441,0.272727,13,18,0.652217,0.598884,1.0,11,17,0.5,0.45,1,1,0.822926,0.790963,4,5,0.603222,0.510519,3,2,0.739429,0.665756,3,5,0.5,0.5,1,1,0.680556,0.654228,4,4,0.833333,0.8,4,4,0.497981,0.370907,2,2,0.04596699999999998,1.0704780770817075,0.03455700000000006,1.0577023263269683,-0.7272730000000001,0.272727,2,1.1818181818181819,1,1.0588235294117647,0.0,1.0,-0.04999999999999999,0.9,0,1.0,0,1.0,0.14237,1.2091965980756911,0.13673499999999994,1.2090020604437595,0,1.0,1,1.25,-0.23011099999999995,0.7238666895466759,-0.2894810000000001,0.6381487499999999,-1,0.75,-2,0.5,0.241448,1.4848538398051332,0.294849,1.7949405106940555,1,1.5,3,2.5,1,1
