row_id,home_raw,away_raw,home_key,away_key,date_key,competition_key,match_id_key,diagnosis,resolved_match_id
68,ガンバ大阪,ヴィッセル神戸,G大阪,神戸,,J.League,,home_away_reversed,
69,浦和レッズ,ジェフユナイテッド千葉,浦和,千葉,,J.League,,team_not_in_player_data,
70,横浜F・マリノス,水戸ホーリーホック,横浜FM,水戸,,J.League,,team_not_in_player_data,
71,東京ヴェルディ,柏レイソル,東京V,柏,,J.League,,home_away_reversed,
72,セレッソ大阪,アビスパ福岡,C大阪,福岡,,J.League,,home_away_reversed,
73,V・ファーレン長崎,名古屋グランパス,長崎,名古屋,,J.League,,team_not_in_player_data,
74,鹿島アントラーズ,町田,鹿島,町田,,J.League,,home_away_reversed,
75,ベガルタ仙台,ブラウブリッツ秋田,仙台,秋田,,J.League,,team_not_in_player_data,
76,サガン鳥栖,宮崎,鳥栖,宮崎,,J.League,,team_not_in_player_data,
77,ジュビロ磐田,いわきFC,磐田,いわき,,J.League,,team_not_in_player_data,
78,清水エスパルス,V・ファーレン長崎,清水,長崎,,J.League,,team_not_in_player_data,
79,ヴィッセル神戸,セレッソ大阪,神戸,C大阪,,J.League,,home_away_reversed,
80,アビスパ福岡,サンフレッチェ広島,福岡,広島,,J.League,,home_away_reversed,
81,浦和レッズ,川崎フロンターレ,浦和,川崎F,,J.League,,home_away_reversed,
82,柏レイソル,FC東京,柏,FC東京,,J.League,,home_away_reversed,
83,東京ヴェルディ,鹿島アントラーズ,東京V,鹿島,,J.League,,home_away_reversed,
84,名古屋グランパス,ファジアーノ岡山,名古屋,岡山,,J.League,,matched_by_team_date,32292
85,京都サンガF.C.,ガンバ大阪,京都,G大阪,,J.League,,home_away_reversed,
86,水戸ホーリーホック,町田,水戸,町田,,J.League,,team_not_in_player_data,
87,ジェフユナイテッド千葉,横浜F・マリノス,千葉,横浜FM,,J.League,,team_not_in_player_data,
88,北海道コンサドーレ札幌,藤枝MYFC,札幌,藤枝,,J.League,,team_not_in_player_data,
89,ブラウブリッツ秋田,モンテディオ山形,秋田,山形,,J.League,,team_not_in_player_data,
90,富山,アルビレックス新潟,富山,新潟,,J.League,,team_not_in_player_data,
91,ベガルタ仙台,モンテディオ山形,仙台,山形,,J.League,,team_not_in_player_data,
92,清水エスパルス,名古屋グランパス,清水,名古屋,,J.League,,home_away_reversed,
93,ファジアーノ岡山,アビスパ福岡,岡山,福岡,,J.League,,matched_by_team_date,32349
94,浦和レッズ,横浜F・マリノス,浦和,横浜FM,,J.League,,home_away_reversed,
95,川崎フロンターレ,ジェフユナイテッド千葉,川崎F,千葉,,J.League,,team_not_in_player_data,
96,V・ファーレン長崎,ガンバ大阪,長崎,G大阪,,J.League,,team_not_in_player_data,
97,北海道コンサドーレ札幌,いわきFC,札幌,いわき,,J.League,,team_not_in_player_data,
98,藤枝MYFC,大宮,藤枝,大宮,,J.League,,team_not_in_player_data,
99,相模原,湘南ベルマーレ,相模原,湘南,,J.League,,team_not_in_player_data,
100,FC今治,富山,FC今治,富山,,J.League,,team_not_in_player_data,
101,福島,ヴァンフォーレ甲府,福島,甲府,,J.League,,team_not_in_player_data,
102,宮崎,鹿児島,宮崎,鹿児島,,J.League,,team_not_in_player_data,
103,アルビレックス新潟,FC大阪,新潟,FC大阪,,J.League,,team_not_in_player_data,
104,横浜F・マリノス,川崎フロンターレ,横浜FM,川崎F,,J.League,,home_away_reversed,
105,セレッソ大阪,京都サンガF.C.,C大阪,京都,,J.League,,home_away_reversed,
106,水戸ホーリーホック,柏レイソル,水戸,柏,,J.League,,team_not_in_player_data,
107,ガンバ大阪,ファジアーノ岡山,G大阪,岡山,,J.League,,matched_by_team_date,32399
108,名古屋グランパス,アビスパ福岡,名古屋,福岡,,J.League,,home_away_reversed,
109,鹿島アントラーズ,浦和レッズ,鹿島,浦和,,J.League,,home_away_reversed,
110,東京ヴェルディ,ジェフユナイテッド千葉,東京V,千葉,,J.League,,team_not_in_player_data,
111,ベガルタ仙台,栃木シティ,仙台,栃木シティ,,J.League,,team_not_in_player_data,
112,アルビレックス新潟,FC今治,新潟,FC今治,,J.League,,team_not_in_player_data,
113,ヴァンフォーレ甲府,藤枝MYFC,甲府,藤枝,,J.League,,team_not_in_player_data,
114,ブラウブリッツ秋田,横浜FC,秋田,横浜FC,,J.League,,team_not_in_player_data,
115,モンテディオ山形,八戸,山形,八戸,,J.League,,team_not_in_player_data,
116,大宮,ジュビロ磐田,大宮,磐田,,J.League,,team_not_in_player_data,
117,ジェフユナイテッド千葉,水戸ホーリーホック,千葉,水戸,,J.League,,team_not_in_player_data,
118,サンフレッチェ広島,清水エスパルス,広島,清水,,J.League,,home_away_reversed,
119,アビスパ福岡,V・ファーレン長崎,福岡,長崎,,J.League,,team_not_in_player_data,
120,ヴィッセル神戸,名古屋グランパス,神戸,名古屋,,J.League,,home_away_reversed,
121,横浜F・マリノス,FC東京,横浜FM,FC東京,,J.League,,home_away_reversed,
122,京都サンガF.C.,ファジアーノ岡山,京都,岡山,,J.League,,matched_by_team_date,32422
123,ガンバ大阪,セレッソ大阪,G大阪,C大阪,,J.League,,home_away_reversed,
124,浦和レッズ,東京ヴェルディ,浦和,東京V,,J.League,,home_away_reversed,
125,川崎フロンターレ,鹿島アントラーズ,川崎F,鹿島,,J.League,,home_away_reversed,
126,町田,柏レイソル,町田,柏,,J.League,,home_away_reversed,
127,ブラウブリッツ秋田,湘南ベルマーレ,秋田,湘南,,J.League,,team_not_in_player_data,
128,ヴァンフォーレ甲府,北海道コンサドーレ札幌,甲府,札幌,,J.League,,team_not_in_player_data,
129,モンテディオ山形,横浜FC,山形,横浜FC,,J.League,,team_not_in_player_data,
130,ジェフユナイテッド千葉,東京ヴェルディ,千葉,東京V,,J.League,,team_not_in_player_data,
131,名古屋グランパス,セレッソ大阪,名古屋,C大阪,,J.League,,home_away_reversed,
132,V・ファーレン長崎,清水エスパルス,長崎,清水,,J.League,,team_not_in_player_data,
133,ファジアーノ岡山,ヴィッセル神戸,岡山,神戸,,J.League,,matched_by_team_date,32389
134,柏レイソル,横浜F・マリノス,柏,横浜FM,,J.League,,home_away_reversed,
135,水戸ホーリーホック,鹿島アントラーズ,水戸,鹿島,,J.League,,team_not_in_player_data,
136,ガンバ大阪,京都サンガF.C.,G大阪,京都,,J.League,,home_away_reversed,
137,サンフレッチェ広島,アビスパ福岡,広島,福岡,,J.League,,home_away_reversed,
138,川崎フロンターレ,浦和レッズ,川崎F,浦和,,J.League,,home_away_reversed,
139,FC東京,町田,FC東京,町田,,J.League,,home_away_reversed,
140,八戸,モンテディオ山形,八戸,山形,,J.League,,team_not_in_player_data,
141,サガン鳥栖,大分,鳥栖,大分,,Cup/Other,,matched_by_team_date,25254
142,ジュビロ磐田,ヴァンフォーレ甲府,磐田,甲府,,J.League,,team_not_in_player_data,
143,横浜FC,湘南ベルマーレ,横浜FC,湘南,,J.League,,home_away_reversed,
144,ヴァンフォーレ甲府,大宮,甲府,大宮,,J.League,,team_not_in_player_data,
145,ブラウブリッツ秋田,ベガルタ仙台,秋田,仙台,,J.League,,team_not_in_player_data,
146,富山,FC今治,富山,FC今治,,J.League,,team_not_in_player_data,
147,いわきFC,ジュビロ磐田,いわき,磐田,,J.League,,team_not_in_player_data,
148,藤枝MYFC,北海道コンサドーレ札幌,藤枝,札幌,,J.League,,team_not_in_player_data,
149,モンテディオ山形,栃木シティ,山形,栃木シティ,,J.League,,team_not_in_player_data,
150,徳島ヴォルティス,高知,徳島,高知,,J.League,,team_not_in_player_data,
151,鳥取,サガン鳥栖,鳥取,鳥栖,,J.League,,team_not_in_player_data,
152,滋賀,宮崎,滋賀,宮崎,,Cup/Other,,team_not_in_player_data,
153,山口,大分,山口,大分,,Cup/Other,,team_not_in_player_data,
154,FC大阪,アルビレックス新潟,FC大阪,新潟,,J.League,,team_not_in_player_data,
155,八戸,相模原,八戸,相模原,,J.League,,team_not_in_player_data,
156,ファジアーノ岡山,V・ファーレン長崎,岡山,長崎,,J.League,,team_not_in_player_data,
157,清水エスパルス,サンフレッチェ広島,清水,広島,,J.League,,home_away_reversed,
158,京都サンガF.C.,名古屋グランパス,京都,名古屋,,J.League,,home_away_reversed,
159,川崎フロンターレ,横浜F・マリノス,川崎F,横浜FM,,J.League,,home_away_reversed,
160,柏レイソル,水戸ホーリーホック,柏,水戸,,J.League,,team_not_in_player_data,
161,アビスパ福岡,ガンバ大阪,福岡,G大阪,,J.League,,home_away_reversed,
162,鹿島アントラーズ,ジェフユナイテッド千葉,鹿島,千葉,,J.League,,team_not_in_player_data,
163,セレッソ大阪,ヴィッセル神戸,C大阪,神戸,,J.League,,home_away_reversed,
164,浦和レッズ,町田,浦和,町田,,J.League,,home_away_reversed,
165,東京ヴェルディ,FC東京,東京V,FC東京,,J.League,,home_away_reversed,
166,北海道コンサドーレ札幌,ヴァンフォーレ甲府,札幌,甲府,,J.League,,team_not_in_player_data,
167,FC今治,徳島ヴォルティス,FC今治,徳島,,J.League,,team_not_in_player_data,
168,ブラウブリッツ秋田,八戸,秋田,八戸,,J.League,,team_not_in_player_data,
169,セレッソ大阪,ファジアーノ岡山,C大阪,岡山,,J.League,,matched_by_team_date,32228
170,アビスパ福岡,清水エスパルス,福岡,清水,,J.League,,home_away_reversed,
171,ジェフユナイテッド千葉,FC東京,千葉,FC東京,,J.League,,team_not_in_player_data,
172,名古屋グランパス,サンフレッチェ広島,名古屋,広島,,J.League,,home_away_reversed,
173,町田,鹿島アントラーズ,町田,鹿島,,J.League,,home_away_reversed,
174,横浜F・マリノス,ジェフユナイテッド千葉,横浜FM,千葉,,J.League,,team_not_in_player_data,
175,名古屋グランパス,ヴィッセル神戸,名古屋,神戸,,J.League,,home_away_reversed,
176,水戸ホーリーホック,FC東京,水戸,FC東京,,J.League,,team_not_in_player_data,
177,京都サンガF.C.,セレッソ大阪,京都,C大阪,,J.League,,home_away_reversed,
178,サンフレッチェ広島,ガンバ大阪,広島,G大阪,,J.League,,home_away_reversed,
179,柏レイソル,町田,柏,町田,,J.League,,home_away_reversed,
180,清水エスパルス,ファジアーノ岡山,清水,岡山,,J.League,,matched_by_team_date,32525
181,鹿島アントラーズ,川崎フロンターレ,鹿島,川崎F,,J.League,,home_away_reversed,
182,東京ヴェルディ,浦和レッズ,東京V,浦和,,J.League,,home_away_reversed,
183,V・ファーレン長崎,アビスパ福岡,長崎,福岡,,J.League,,team_not_in_player_data,
184,八戸,栃木シティ,八戸,栃木シティ,,J.League,,team_not_in_player_data,
185,宮崎,大分,宮崎,大分,,Cup/Other,,team_not_in_player_data,
186,ジュビロ磐田,北海道コンサドーレ札幌,磐田,札幌,,J.League,,home_away_reversed,
187,ｱﾀﾗﾝﾀ,ﾊﾞｲｴﾙﾝ,アタランタ,バイエルン,,Unknown,,team_not_in_player_data,
188,Aﾏﾄﾞﾘｰ,ﾄﾃﾅﾑ,Aマドリー,トテナム,,Unknown,,team_not_in_player_data,
189,ｸﾞﾘﾑﾄ,ｽﾎﾟﾙﾃｨ,グリムト,スポルティ,,Unknown,,team_not_in_player_data,
190,ﾊﾟﾘSG,ﾁｪﾙｼｰ,パリSG,チェルシー,,Unknown,,team_not_in_player_data,
191,Rﾏﾄﾞﾘｰ,ﾏﾝC,Rマドリー,マンC,,Unknown,,team_not_in_player_data,
192,ジェフユナイテッド千葉,柏レイソル,千葉,柏,,J.League,,team_not_in_player_data,
193,鹿島アントラーズ,東京ヴェルディ,鹿島,東京V,,J.League,,home_away_reversed,
194,アビスパ福岡,名古屋グランパス,福岡,名古屋,,J.League,,home_away_reversed,
195,ファジアーノ岡山,京都サンガF.C.,岡山,京都,,J.League,,matched_by_team_date,31365
196,ガンバ大阪,V・ファーレン長崎,G大阪,長崎,,J.League,,team_not_in_player_data,
197,FC東京,横浜F・マリノス,FC東京,横浜FM,,J.League,,home_away_reversed,
198,浦和レッズ,水戸ホーリーホック,浦和,水戸,,J.League,,team_not_in_player_data,
199,セレッソ大阪,清水エスパルス,C大阪,清水,,J.League,,home_away_reversed,
200,ベガルタ仙台,湘南ベルマーレ,仙台,湘南,,J.League,,matched_by_team_date,25324
201,藤枝MYFC,ジュビロ磐田,藤枝,磐田,,J.League,,team_not_in_player_data,
202,八戸,横浜FC,八戸,横浜FC,,J.League,,team_not_in_player_data,
203,モンテディオ山形,ブラウブリッツ秋田,山形,秋田,,J.League,,team_not_in_player_data,
204,いわきFC,大宮,いわき,大宮,,J.League,,team_not_in_player_data,
205,横浜F・マリノス,東京ヴェルディ,横浜FM,東京V,,J.League,,home_away_reversed,
206,ガンバ大阪,清水エスパルス,G大阪,清水,,J.League,,home_away_reversed,
207,V・ファーレン長崎,セレッソ大阪,長崎,C大阪,,J.League,,team_not_in_player_data,
208,ファジアーノ岡山,名古屋グランパス,岡山,名古屋,,J.League,,matched_by_team_date,32438
209,川崎フロンターレ,水戸ホーリーホック,川崎F,水戸,,J.League,,team_not_in_player_data,
210,浦和レッズ,鹿島アントラーズ,浦和,鹿島,,J.League,,home_away_reversed,
211,FC東京,柏レイソル,FC東京,柏,,J.League,,home_away_reversed,
212,ベガルタ仙台,八戸,仙台,八戸,,J.League,,team_not_in_player_data,
213,FC今治,アルビレックス新潟,FC今治,新潟,,J.League,,team_not_in_player_data,
214,いわきFC,藤枝MYFC,いわき,藤枝,,J.League,,team_not_in_player_data,
215,栃木シティ,湘南ベルマーレ,栃木シティ,湘南,,J.League,,team_not_in_player_data,
216,北海道コンサドーレ札幌,岐阜,札幌,岐阜,,J.League,,team_not_in_player_data,
217,富山,FC大阪,富山,FC大阪,,J.League,,team_not_in_player_data,
218,町田,2,町田,2,,Cup/Other,,team_not_in_player_data,
219,ヴィッセル神戸,2,神戸,2,,Cup/Other,,team_not_in_player_data,
220,サンフレッチェ広島,1,広島,1,,Cup/Other,,team_not_in_player_data,
221,Aﾏﾄﾞﾘｰ,ﾌﾞﾙｯﾍ,Aマドリー,ブルッヘ,,Unknown,,team_not_in_player_data,
222,ｲﾝﾃﾙ,ｸﾞﾘﾑﾄ,インテル,グリムト,,Unknown,,team_not_in_player_data,
223,ｱﾀﾗﾝﾀ,ﾄﾞﾙﾄ,アタランタ,ドルト,,Unknown,,team_not_in_player_data,
224,ﾊﾟﾘSG,ﾓﾅｺ,パリSG,モナコ,,Unknown,,team_not_in_player_data,
225,Rﾏﾄﾞﾘｰ,ﾍﾞﾝﾌｨｶ,Rマドリー,ベンフィカ,,Unknown,,team_not_in_player_data,
226,横浜F・マリノス,浦和レッズ,横浜FM,浦和,,J.League,,home_away_reversed,
227,清水エスパルス,ヴィッセル神戸,清水,神戸,,J.League,,home_away_reversed,
228,鹿島アントラーズ,柏レイソル,鹿島,柏,,J.League,,home_away_reversed,
229,ファジアーノ岡山,ガンバ大阪,岡山,G大阪,,J.League,,matched_by_team_date,31389
230,セレッソ大阪,サンフレッチェ広島,C大阪,広島,,J.League,,home_away_reversed,
231,川崎フロンターレ,FC東京,川崎F,FC東京,,J.League,,home_away_reversed,
232,名古屋グランパス,V・ファーレン長崎,名古屋,長崎,,J.League,,team_not_in_player_data,
233,水戸ホーリーホック,ジェフユナイテッド千葉,水戸,千葉,,J.League,,team_not_in_player_data,
234,京都サンガF.C.,アビスパ福岡,京都,福岡,,J.League,,home_away_reversed,
235,東京ヴェルディ,町田,東京V,町田,,J.League,,home_away_reversed,
236,宮崎,サガン鳥栖,宮崎,鳥栖,,J.League,,team_not_in_player_data,
237,徳島ヴォルティス,富山,徳島,富山,,J.League,,team_not_in_player_data,
238,藤枝MYFC,ヴァンフォーレ甲府,藤枝,甲府,,J.League,,team_not_in_player_data,
239,清水エスパルス,京都サンガF.C.,清水,京都,,J.League,,home_away_reversed,
240,町田,水戸ホーリーホック,町田,水戸,,J.League,,team_not_in_player_data,
241,鹿島アントラーズ,横浜F・マリノス,鹿島,横浜FM,,J.League,,home_away_reversed,
242,柏レイソル,東京ヴェルディ,柏,東京V,,J.League,,home_away_reversed,
243,アビスパ福岡,セレッソ大阪,福岡,C大阪,,J.League,,home_away_reversed,
244,サンフレッチェ広島,ファジアーノ岡山,広島,岡山,,J.League,,matched_by_team_date,32244
245,FC東京,浦和レッズ,FC東京,浦和,,J.League,,home_away_reversed,
246,ジェフユナイテッド千葉,川崎フロンターレ,千葉,川崎F,,J.League,,team_not_in_player_data,
247,ガンバ大阪,名古屋グランパス,G大阪,名古屋,,J.League,,home_away_reversed,
248,徳島ヴォルティス,アルビレックス新潟,徳島,新潟,,J.League,,missing_training_date,
249,大宮,北海道コンサドーレ札幌,大宮,札幌,,J.League,,team_not_in_player_data,
250,横浜FC,ベガルタ仙台,横浜FC,仙台,,J.League,,matched_by_team_date,25065
251,栃木シティ,ブラウブリッツ秋田,栃木シティ,秋田,,J.League,,team_not_in_player_data,
252,ジェフユナイテッド千葉,浦和レッズ,千葉,浦和,,J.League,,team_not_in_player_data,
253,FC東京,鹿島アントラーズ,FC東京,鹿島,,J.League,,home_away_reversed,
254,セレッソ大阪,ガンバ大阪,C大阪,G大阪,,J.League,,home_away_reversed,
255,アビスパ福岡,ファジアーノ岡山,福岡,岡山,,J.League,,matched_by_team_date,32265
256,名古屋グランパス,清水エスパルス,名古屋,清水,,J.League,,home_away_reversed,
257,川崎フロンターレ,柏レイソル,川崎F,柏,,J.League,,home_away_reversed,
258,東京ヴェルディ,水戸ホーリーホック,東京V,水戸,,J.League,,team_not_in_player_data,
259,栃木シティ,ベガルタ仙台,栃木シティ,仙台,,J.League,,team_not_in_player_data,
260,いわきFC,北海道コンサドーレ札幌,いわき,札幌,,J.League,,team_not_in_player_data,
261,湘南ベルマーレ,ブラウブリッツ秋田,湘南,秋田,,J.League,,team_not_in_player_data,
262,横浜FC,モンテディオ山形,横浜FC,山形,,J.League,,team_not_in_player_data,
263,愛媛FC,アルビレックス新潟,愛媛,新潟,,J.League,,team_not_in_player_data,
264,FC琉球,サガン鳥栖,FC琉球,鳥栖,,J.League,,team_not_in_player_data,
265,横浜F・マリノス,2,横浜FM,2,,Cup/Other,,team_not_in_player_data,
266,京都サンガF.C.,1,京都,1,,Cup/Other,,team_not_in_player_data,
267,V・ファーレン長崎,1,長崎,1,,Cup/Other,,team_not_in_player_data,
268,ﾌﾞﾚｰﾒﾝ,ﾒﾝﾍﾝ,ブレーメン,メンヘン,,Unknown,,team_not_in_player_data,
269,ﾌﾗﾝｸﾌﾙ,ﾚｳﾞｧｰ,フランクフル,レヴァー,,Unknown,,team_not_in_player_data,
270,ﾎｯﾌｪﾝ,ｳﾆｵﾝ,ホッフェン,ウニオン,,Unknown,,team_not_in_player_data,
271,ﾊﾝﾌﾞﾙｶ,ﾊﾞｲｴﾙﾝ,ハンブルカ,バイエルン,,Unknown,,team_not_in_player_data,
272,ｼｭﾂｯﾄ,ﾌﾗｲﾌﾞﾙ,シュツット,フライブル,,Unknown,,team_not_in_player_data,
273,ﾗｲﾌﾟﾂｨ,ﾏｲﾝﾂ,ライプツィ,マインツ,,Unknown,,team_not_in_player_data,
274,ｱｳｸﾞｽ,ﾊﾟｳﾘ,アウグス,パウリ,,Unknown,,team_not_in_player_data,
275,ﾄﾞﾙﾄ,ﾊｲﾃﾞﾝﾊ,ドルト,ハイデンハ,,Unknown,,team_not_in_player_data,
276,ﾘｳﾞｧﾌﾟ,ﾆｭｶｯｽﾙ,リヴァプ,ニュカッスル,,Unknown,,team_not_in_player_data,
277,ﾉｯﾃｨﾝ,ｸﾘｽﾀﾙ,ノッティン,クリスタル,,Unknown,,team_not_in_player_data,
278,ﾄﾃﾅﾑ,ﾏﾝC,トテナム,マンC,,Unknown,,team_not_in_player_data,
279,ﾌﾞﾗｲﾄﾝ,ｴｳﾞｧﾄﾝ,ブライトン,エヴァトン,,Unknown,,team_not_in_player_data,
280,ﾘｰｽﾞ,ｱｰｾﾅﾙ,リーズ,アーセナル,,Unknown,,team_not_in_player_data,
281,ﾘｳﾞｧﾌﾟ,ｶﾗﾊﾞﾌ,リヴァプ,カラバフ,,Unknown,,team_not_in_player_data,
282,ﾌﾗﾝｸﾌﾙ,ﾄﾃﾅﾑ,フランクフル,トテナム,,Unknown,,team_not_in_player_data,
283,ｱｲﾝﾄﾎｰ,ﾊﾞｲｴﾙﾝ,アイントホー,バイエルン,,Unknown,,team_not_in_player_data,
284,ﾋﾞﾙﾊﾞｵ,ｽﾎﾟﾙﾃｨ,ビルバオ,スポルティ,,Unknown,,team_not_in_player_data,
285,ﾊﾟﾌｫｽ,ｽﾗｳﾞｨｱ,パフォス,スラヴィア,,Unknown,,team_not_in_player_data,
286,ﾄﾞﾙﾄ,ｲﾝﾃﾙ,ドルト,インテル,,Unknown,,team_not_in_player_data,
287,ﾊﾞﾙｾﾛﾅ,ｺﾍﾟﾝﾊｰ,バルセロナ,コペンハー,,Unknown,,team_not_in_player_data,
288,ﾅﾎﾟﾘ,ﾁｪﾙｼｰ,ナポリ,チェルシー,,Unknown,,team_not_in_player_data,
289,ﾓﾅｺ,ﾕｳﾞｪﾝﾄ,モナコ,ユヴェント,,Unknown,,team_not_in_player_data,
290,ﾍﾞﾝﾌｨｶ,Rﾏﾄﾞﾘｰ,ベンフィカ,Rマドリー,,Unknown,,team_not_in_player_data,
291,ﾊﾟﾘSG,ﾆｭｶｯｽﾙ,パリSG,ニュカッスル,,Unknown,,team_not_in_player_data,
292,ｱｰｾﾅﾙ,ｶｲﾗﾄ,アーセナル,カイラト,,Unknown,,team_not_in_player_data,
293,ｻﾝｼﾞﾛﾜ,ｱﾀﾗﾝﾀ,サンジロワ,アタランタ,,Unknown,,team_not_in_player_data,
